,Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
7042,Jet Airways,Delhi,Cochin,2 stops,3,6,2019,40,40,19,0,560,13014
7043,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,15,15,4,25,1570,10262
7045,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,0,0,15,15,435,19225
7049,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,45,45,18,50,485,11360
7051,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,55,55,4,25,450,10262
7058,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,25,25,23,35,1630,8066
7061,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,50,50,12,35,825,10262
7062,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,10,10,18,15,1265,10844
7063,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,30,30,23,35,425,8586
7066,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,10,10,16,20,1150,10844
7073,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,5,5,19,0,715,16289
7074,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,30,30,12,0,1170,10844
7076,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,10,10,9,20,730,8849
7078,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,25,25,18,50,1465,12347
7080,Jet Airways,Delhi,Cochin,1 stop,3,3,2019,5,5,18,50,1185,18253
7082,Jet Airways,Mumbai,Hyderabad,non-stop,15,5,2019,20,20,11,50,90,4995
7085,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,50,50,19,0,1210,12898
7086,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,0,0,18,50,590,12032
7090,Jet Airways,Delhi,Cochin,1 stop,6,6,2019,50,50,4,25,335,14714
7094,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,30,30,12,0,330,9663
7095,Jet Airways,Mumbai,Hyderabad,non-stop,6,5,2019,55,55,4,20,85,5678
7108,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,45,45,4,25,1300,13376
7111,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,0,0,14,25,1285,13067
7113,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,55,55,23,35,1720,7064
7115,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,25,25,4,40,1215,13941
7118,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,30,30,19,0,810,13014
7121,Jet Airways,Banglore,Delhi,non-stop,12,4,2019,10,10,14,5,175,7229
7125,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,45,45,10,25,280,12284
7126,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,0,0,12,35,1655,10262
7130,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,25,25,8,15,1430,8586
7135,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,30,30,4,25,535,13014
7145,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,55,55,10,25,1050,11087
7148,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,15,15,980,13817
7150,Jet Airways,Mumbai,Hyderabad,non-stop,24,3,2019,10,10,8,35,85,5678
7153,Jet Airways,Banglore,Delhi,non-stop,9,4,2019,45,45,20,45,180,4544
7154,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,15,15,19,0,1005,14714
7155,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,5,5,8,15,1090,14388
7158,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,35,35,21,5,690,12384
7163,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,0,0,18,50,650,6068
7164,Jet Airways,Banglore,Delhi,non-stop,12,5,2019,10,10,10,10,180,7229
7166,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,5,5,7,40,1055,13502
7169,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,15,15,12,35,620,16376
7171,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,16,10,1035,13817
7172,Jet Airways,Banglore,Delhi,non-stop,1,5,2019,15,15,18,10,175,7229
7178,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,30,30,23,25,1015,13339
7179,Jet Airways,Delhi,Cochin,1 stop,6,6,2019,45,45,4,25,520,14714
7180,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,25,25,18,0,1295,12692
7182,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,30,30,19,0,810,10368
7186,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,0,0,19,50,1430,10844
7187,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,45,45,16,20,1235,13759
7191,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,30,30,8,15,945,13941
7192,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,0,0,10,5,845,8586
7194,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,35,35,18,0,505,13067
7197,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,45,45,19,0,1395,12373
7198,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,55,55,19,40,345,14231
7200,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,5,5,12,35,330,14924
7205,Jet Airways,Delhi,Cochin,non-stop,12,6,2019,0,0,14,15,195,7202
7206,Jet Airways,Banglore,Delhi,non-stop,15,5,2019,55,55,22,0,185,4030
7208,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,30,30,10,5,1055,8586
7209,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,45,45,4,40,1375,8586
7214,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,30,30,4,25,535,15129
7220,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,10,10,10,5,775,14571
7222,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,35,35,22,5,750,14151
7224,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,0,0,10,55,1075,13067
7225,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,15,15,18,50,1475,12557
7226,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,55,55,4,25,450,14714
7227,Jet Airways,Banglore,Delhi,non-stop,3,5,2019,15,15,18,10,175,4544
7231,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,30,30,18,50,2240,12341
7235,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,0,0,18,50,590,5963
7237,Jet Airways,Mumbai,Hyderabad,non-stop,21,3,2019,35,35,21,5,90,2228
7239,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,25,25,19,0,1295,13292
7241,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,5,5,20,45,400,9899
7247,Jet Airways,Delhi,Cochin,1 stop,1,4,2019,0,0,12,35,1595,5406
7251,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,55,55,8,15,800,8586
7253,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,30,30,19,0,450,16079
7255,Jet Airways,Delhi,Cochin,1 stop,6,3,2019,0,0,4,25,925,15764
7259,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,50,50,19,0,1210,14714
7260,Jet Airways,Delhi,Cochin,non-stop,21,5,2019,50,50,13,5,195,9564
7263,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,15,15,4,25,550,12242
7265,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,30,30,8,15,945,8586
7266,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,0,0,4,25,1105,11627
7267,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,25,25,19,50,685,7064
7269,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,4,25,925,10262
7270,Jet Airways,Mumbai,Hyderabad,non-stop,1,6,2019,20,20,11,50,90,5678
7275,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,25,25,10,5,1540,8529
7279,Jet Airways,Banglore,Delhi,non-stop,1,6,2019,45,45,20,45,180,7229
7292,Jet Airways,Banglore,Delhi,1 stop,15,3,2019,0,0,18,25,625,9134
7295,Jet Airways,Delhi,Cochin,2 stops,3,6,2019,40,40,19,0,440,15812
7299,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,45,45,12,35,1010,10262
7301,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,25,25,14,25,1080,9314
7302,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,40,40,19,0,440,15812
7303,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,0,0,10,55,1075,14151
7306,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,15,15,19,0,1005,10262
7307,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,25,25,18,15,590,10844
7308,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,0,0,23,35,395,12384
7309,Jet Airways,Delhi,Cochin,1 stop,9,4,2019,50,50,12,35,825,11822
7312,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,5,5,19,50,345,14781
7317,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,25,25,12,35,910,11507
7320,Jet Airways,Delhi,Cochin,1 stop,3,3,2019,30,30,18,50,440,18550
7323,Jet Airways,Banglore,Delhi,non-stop,27,4,2019,10,10,10,10,180,7229
7325,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,55,55,20,45,1550,10844
7328,Jet Airways,Delhi,Cochin,2 stops,27,3,2019,25,25,19,45,2300,11664
7333,Jet Airways,Mumbai,Hyderabad,non-stop,24,5,2019,35,35,21,5,90,5678
7335,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,10,10,4,40,450,8586
7336,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,50,50,8,15,565,11087
7339,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,25,25,18,50,1465,11869
7341,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,5,5,12,35,330,12373
7343,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,55,55,11,25,1110,17261
7351,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,35,35,12,35,1620,12872
7353,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,55,55,9,20,865,10844
7357,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,45,45,4,25,1000,13882
7367,Jet Airways,Delhi,Cochin,2 stops,21,5,2019,40,40,4,25,1125,13029
7368,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,25,25,4,40,1215,13731
7375,Jet Airways,Banglore,Delhi,non-stop,24,6,2019,10,10,14,5,175,5769
7378,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,5,5,9,20,1155,9663
7382,Jet Airways,Banglore,Delhi,non-stop,1,4,2019,10,10,10,10,180,7229
7383,Jet Airways,Delhi,Cochin,2 stops,3,6,2019,40,40,12,35,1615,10368
7385,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,10,10,10,5,775,8586
7386,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,45,45,19,50,845,14781
7390,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,15,15,4,25,610,10262
7392,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,55,55,16,20,1405,11134
7393,Jet Airways,Banglore,Delhi,non-stop,12,4,2019,55,55,22,0,185,7229
7395,Jet Airways,Delhi,Cochin,1 stop,9,3,2019,45,45,4,25,520,15554
7396,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,35,35,21,5,690,8066
7399,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,30,30,12,35,425,13344
7408,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,5,5,18,15,1690,8529
7414,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,25,25,20,40,735,11134
7417,Jet Airways,Delhi,Cochin,2 stops,21,5,2019,35,35,12,35,1620,13559
7420,Jet Airways,Mumbai,Hyderabad,non-stop,24,6,2019,45,45,10,15,90,8040
7421,Jet Airways,Delhi,Cochin,2 stops,1,5,2019,40,40,12,35,1615,15129
7423,Jet Airways,Mumbai,Hyderabad,non-stop,15,6,2019,55,55,4,20,85,5678
7433,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,0,0,12,0,960,14571
7436,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,50,50,4,25,335,10262
7439,Jet Airways,Delhi,Cochin,1 stop,6,6,2019,0,0,19,0,360,14714
7440,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,45,45,12,35,1010,12898
7445,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,30,30,19,0,810,10368
7446,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,25,25,19,0,1295,13292
7448,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,10,10,9,20,730,14388
7454,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,25,25,10,55,870,8066
7458,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,10,10,20,40,1410,13759
7464,Jet Airways,Banglore,Delhi,non-stop,9,5,2019,45,45,20,45,180,5198
7465,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,10,10,4,40,450,13941
7467,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,35,35,12,35,1620,12609
7470,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,0,0,12,35,1595,10262
7472,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,5,5,22,35,510,14781
7473,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,45,45,12,35,1010,10262
7474,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,5,5,18,15,1690,10844
7481,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,30,30,16,20,1430,13941
7484,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,35,35,12,35,1620,14657
7486,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,5,5,23,35,570,14781
7489,Jet Airways,Banglore,Delhi,non-stop,24,3,2019,20,20,11,15,175,7229
7491,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,55,55,19,0,1325,12373
7493,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,30,30,12,0,1170,10844
7494,Jet Airways,Delhi,Cochin,1 stop,18,5,2019,0,0,12,35,1295,12373
7496,Jet Airways,Banglore,Delhi,1 stop,3,3,2019,0,0,5,5,1265,13502
7497,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,25,25,23,35,1630,10953
7499,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,5,5,19,50,345,14781
7503,Jet Airways,Banglore,Delhi,non-stop,15,6,2019,15,15,18,10,175,8016
7505,Jet Airways,Banglore,Delhi,non-stop,12,6,2019,0,0,8,45,165,8016
7506,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,50,50,10,25,695,11087
7507,Jet Airways,Mumbai,Hyderabad,non-stop,18,5,2019,5,5,8,30,85,5678
7508,Jet Airways,Banglore,Delhi,non-stop,9,5,2019,10,10,14,5,175,7229
7513,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,0,0,23,35,395,10624
7514,Jet Airways,Delhi,Cochin,2 stops,15,6,2019,15,15,4,25,970,14300
7516,Jet Airways,Delhi,Cochin,2 stops,18,5,2019,30,30,4,25,1375,15129
7522,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,15,15,19,0,1425,10262
7525,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,55,55,19,50,1495,10844
7529,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,35,35,10,55,1520,14151
7530,Jet Airways,Delhi,Cochin,1 stop,6,4,2019,15,15,12,35,620,5177
7531,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,5,5,20,45,400,10844
7533,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,30,30,19,0,1530,10262
7538,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,5,5,16,20,1575,8529
7540,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,25,25,16,20,475,10844
7541,Jet Airways,Banglore,Delhi,non-stop,3,5,2019,50,50,22,50,180,6144
7542,Jet Airways,Banglore,Delhi,non-stop,1,5,2019,10,10,14,5,175,7229
7543,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,5,5,18,50,705,12767
7544,Jet Airways,Banglore,Delhi,non-stop,6,5,2019,15,15,18,10,175,7229
7552,Jet Airways,Delhi,Cochin,2 stops,27,3,2019,20,20,19,45,2245,12273
7555,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,5,5,12,35,330,10262
7556,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,30,30,19,0,1530,10262
7557,Jet Airways,Mumbai,Hyderabad,non-stop,24,3,2019,50,50,17,20,90,2228
7560,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,23,35,425,9899
7566,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,35,35,18,0,505,14151
7567,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,0,0,19,0,360,14714
7568,Jet Airways,Banglore,Delhi,non-stop,3,5,2019,45,45,20,45,180,7229
7573,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,30,30,12,35,425,14441
7577,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,50,50,19,0,1210,14714
7583,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,40,40,7,40,780,7832
7586,Jet Airways,Delhi,Cochin,1 stop,6,3,2019,55,55,18,50,535,15400
7590,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,5,5,9,0,1135,17261
7591,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,30,30,20,45,1695,7064
7592,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,45,45,12,35,1490,13882
7594,Jet Airways,Delhi,Cochin,2 stops,18,5,2019,40,40,19,0,440,19644
7595,Jet Airways,Banglore,Delhi,non-stop,9,5,2019,15,15,18,10,175,4544
7598,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,45,45,19,40,1435,10031
7599,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,10,10,8,15,665,8586
7600,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,0,0,13,15,375,7832
7603,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,0,0,4,25,1225,12767
7609,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,0,0,4,40,520,13731
7612,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,0,0,14,25,1285,11467
7621,Jet Airways,Delhi,Cochin,2 stops,9,5,2019,30,30,4,25,535,15129
7623,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,30,30,19,50,800,10844
7625,Jet Airways,Delhi,Cochin,2 stops,3,3,2019,20,20,4,25,2045,20747
7627,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,45,45,19,0,1395,12898
7628,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,30,30,8,15,1545,13941
7630,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,19,0,600,14714
7633,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,30,30,10,5,1655,8586
7639,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,30,30,4,40,730,9663
7640,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,22,35,365,9899
7644,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,19,50,800,9899
7645,Jet Airways,Banglore,Delhi,non-stop,18,5,2019,10,10,14,5,175,5198
7647,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,5,5,10,5,1200,14388
7651,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,55,55,18,15,1400,10844
7659,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,20,20,17,35,435,5608
7663,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,40,40,23,0,680,13555
7674,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,25,25,20,45,740,10844
7678,Jet Airways,Mumbai,Hyderabad,non-stop,21,5,2019,55,55,4,20,85,4050
7681,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,0,0,21,5,1685,12692
7697,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,25,25,22,35,850,7064
7706,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,30,30,19,0,810,13014
7714,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,30,30,8,15,1545,7064
7715,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,10,10,23,25,1575,10031
7716,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,0,0,4,40,520,9663
7718,Jet Airways,Banglore,Delhi,non-stop,3,6,2019,20,20,11,20,180,5769
7726,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,40,40,19,0,440,15812
7727,Jet Airways,Banglore,Delhi,non-stop,9,4,2019,50,50,22,50,180,4544
7730,Jet Airways,Banglore,Delhi,non-stop,15,4,2019,45,45,20,45,180,4544
7735,Jet Airways,Banglore,Delhi,non-stop,24,3,2019,55,55,21,55,180,7229
7737,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,5,5,7,40,1055,10972
7738,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,55,55,8,10,795,14231
7739,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,55,55,19,50,1495,10844
7744,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,35,35,21,5,690,13067
7750,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,40,40,9,0,1280,17261
7760,Jet Airways,Delhi,Cochin,1 stop,6,6,2019,15,15,12,35,620,10262
7763,Jet Airways,Mumbai,Hyderabad,non-stop,9,3,2019,40,40,21,10,90,5678
7766,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,30,30,19,0,810,13014
7768,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,4,25,865,10262
7770,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,10,10,18,15,1265,10844
7771,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,40,40,4,25,1125,10368
7776,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,12,0,330,13626
7777,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,0,0,9,20,800,9663
7779,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,25,25,7,40,615,11717
7780,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,0,0,9,20,800,14781
7781,Jet Airways,Banglore,Delhi,non-stop,3,5,2019,0,0,8,45,165,7229
7783,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,50,50,12,35,825,14714
7792,Jet Airways,Delhi,Cochin,2 stops,21,5,2019,25,25,12,35,1390,15129
7794,Jet Airways,Delhi,Cochin,2 stops,9,5,2019,40,40,19,0,560,13029
7797,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,25,25,14,25,1080,11467
7800,Jet Airways,Delhi,Cochin,1 stop,9,3,2019,25,25,18,50,1525,14053
7804,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,0,0,23,35,1655,10844
7807,Jet Airways,Mumbai,Hyderabad,non-stop,27,3,2019,50,50,17,20,90,5678
7808,Jet Airways,Delhi,Cochin,1 stop,6,3,2019,55,55,4,25,1110,15764
7809,Jet Airways,Delhi,Cochin,1 stop,6,3,2019,20,20,19,45,1285,17024
7811,Jet Airways,Banglore,Delhi,non-stop,1,5,2019,55,55,22,0,185,7229
7813,Jet Airways,Banglore,Delhi,non-stop,24,6,2019,20,20,11,20,180,5769
7816,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,45,45,19,10,805,7832
7819,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,25,25,16,20,475,14571
7828,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,35,35,21,5,690,12121
7832,Jet Airways,Banglore,Delhi,non-stop,9,3,2019,20,20,21,0,160,8016
7843,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,30,30,12,35,1025,13014
7844,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,15,15,12,35,1040,10262
7846,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,55,55,12,0,1145,14231
7847,Jet Airways,Banglore,Delhi,non-stop,15,6,2019,10,10,14,5,175,7229
7855,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,0,0,4,25,1105,12898
7861,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,0,0,12,0,960,14781
7863,Jet Airways,Banglore,Delhi,non-stop,27,6,2019,10,10,14,5,175,5769
7869,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,19,0,300,14714
7870,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,15,15,19,45,1470,12032
7871,Jet Airways,Banglore,Delhi,non-stop,15,4,2019,15,15,18,10,175,4544
7872,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,30,30,18,15,705,10844
7874,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,35,35,23,0,1585,11087
7877,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,5,5,20,20,375,7832
7880,Jet Airways,Delhi,Cochin,2 stops,9,3,2019,55,55,4,25,870,17229
7882,Jet Airways,Mumbai,Hyderabad,non-stop,3,4,2019,5,5,8,30,85,4160
7884,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,25,25,16,20,475,10031
7885,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,25,25,12,35,1390,11150
7886,Jet Airways,Banglore,Delhi,1 stop,15,3,2019,40,40,18,25,405,9134
7894,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,30,30,22,35,365,10844
7900,Jet Airways,Banglore,Delhi,1 stop,15,3,2019,55,55,18,25,570,9134
7904,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,30,30,22,35,365,14781
7907,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,0,0,19,0,540,10262
7908,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,4,40,1330,12739
7912,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,23,0,365,13817
7913,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,55,55,22,35,520,14231
7914,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,40,40,23,0,680,6992
7916,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,0,0,4,25,505,16263
7917,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,5,5,12,35,330,14714
7919,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,40,40,20,20,520,11087
7927,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,0,0,18,50,1610,12557
7940,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,30,30,9,20,1010,14388
7941,Jet Airways,Delhi,Cochin,2 stops,15,6,2019,35,35,12,35,1620,10824
7942,Jet Airways,Delhi,Cochin,1 stop,6,4,2019,0,0,19,0,360,5177
7943,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,30,30,19,0,450,14714
7944,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,25,25,19,50,685,13626
7948,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,5,5,23,35,570,14781
7950,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,30,30,19,50,800,10844
7952,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,15,15,12,35,1100,10262
7958,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,50,50,4,25,335,10262
7966,Jet Airways,Banglore,Delhi,non-stop,21,4,2019,45,45,20,45,180,7229
7969,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,45,45,22,35,1610,13759
7971,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,15,15,19,0,1425,12898
7972,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,45,45,10,25,280,19225
7973,Jet Airways,Mumbai,Hyderabad,non-stop,27,5,2019,5,5,8,30,85,4995
